Channel              :,CH1
Frequency            :,25.00MHz
Period               :,40.00ns
PK-PK                :,1.042V
Probe attenuation    :,1X
Voltage per ADC value:,0.500000mV
Time interval        :,0.00100uS

index,CH1_Voltage(mV)
1668,8.000000
1669,-72.000000
1670,-152.000000
1671,-232.000000
1672,-296.000000
1673,-360.000000
1674,-408.000000
1675,-456.000000
1676,-488.000000
1677,-504.000000
1678,-512.000000
1679,-504.000000
1680,-488.000000
1681,-456.000000
1682,-416.000000
1683,-360.000000
1684,-304.000000
1685,-232.000000
1686,-160.000000
1687,-80.000000
1688,8.000000
1689,88.000000
1690,168.000000
1691,240.000000
1692,312.000000
1693,376.000000
1694,424.000000
1695,472.000000
1696,496.000000
1697,520.000000
1698,528.000000
1699,520.000000
1700,496.000000
1701,472.000000
1702,424.000000
1703,376.000000
1704,312.000000
1705,240.000000
1706,168.000000
1707,88.000000
1708,8.000000
1709,-72.000000
1710,-152.000000
1711,-224.000000
1712,-296.000000
1713,-360.000000
1714,-408.000000
1715,-456.000000
1716,-488.000000
1717,-504.000000
1718,-512.000000
1719,-504.000000
1720,-488.000000
1721,-456.000000
1722,-416.000000
1723,-360.000000
1724,-296.000000
1725,-232.000000
1726,-152.000000
1727,-72.000000
1728,8.000000
1729,88.000000
1730,168.000000
1731,240.000000
1732,312.000000
1733,376.000000
1734,424.000000
1735,472.000000
1736,496.000000
1737,520.000000
1738,528.000000
1739,520.000000
1740,496.000000
1741,472.000000
1742,424.000000
1743,376.000000
1744,312.000000
1745,240.000000
1746,168.000000
1747,88.000000
1748,8.000000
1749,-72.000000
1750,-152.000000
1751,-232.000000
1752,-296.000000
1753,-360.000000
1754,-408.000000
1755,-456.000000
1756,-488.000000
1757,-504.000000
1758,-512.000000
1759,-504.000000
1760,-488.000000
1761,-456.000000
1762,-416.000000
1763,-360.000000
1764,-296.000000
1765,-224.000000
1766,-152.000000
1767,-72.000000
1768,8.000000
1769,88.000000
1770,168.000000
1771,240.000000
1772,312.000000
1773,376.000000
1774,424.000000
1775,472.000000
1776,496.000000
1777,520.000000
1778,528.000000
1779,512.000000
1780,496.000000
1781,472.000000
1782,424.000000
1783,368.000000
1784,312.000000
1785,240.000000
1786,168.000000
1787,88.000000
1788,8.000000
1789,-72.000000
1790,-152.000000
1791,-224.000000
1792,-296.000000
1793,-360.000000
1794,-408.000000
1795,-456.000000
1796,-488.000000
1797,-504.000000
1798,-512.000000
1799,-504.000000
1800,-488.000000
1801,-456.000000
1802,-416.000000
1803,-360.000000
1804,-304.000000
1805,-232.000000
1806,-160.000000
1807,-72.000000
1808,8.000000
1809,88.000000
1810,168.000000
1811,240.000000
1812,312.000000
1813,376.000000
1814,424.000000
1815,472.000000
1816,504.000000
1817,520.000000
1818,528.000000
1819,520.000000
1820,504.000000
1821,472.000000
1822,424.000000
1823,376.000000
1824,312.000000
1825,240.000000
1826,168.000000
1827,88.000000
1828,8.000000
1829,-72.000000
1830,-152.000000
1831,-224.000000
1832,-296.000000
1833,-360.000000
1834,-408.000000
1835,-456.000000
1836,-488.000000
1837,-504.000000
1838,-512.000000
1839,-504.000000
1840,-488.000000
1841,-456.000000
1842,-416.000000
1843,-360.000000
1844,-304.000000
1845,-232.000000
1846,-160.000000
1847,-80.000000
1848,0.000000
1849,88.000000
1850,168.000000
1851,240.000000
1852,304.000000
1853,368.000000
1854,424.000000
1855,472.000000
1856,496.000000
1857,520.000000
1858,528.000000
1859,520.000000
1860,504.000000
1861,472.000000
1862,424.000000
1863,368.000000
1864,312.000000
1865,240.000000
1866,168.000000
1867,88.000000
1868,8.000000
1869,-72.000000
1870,-152.000000
1871,-224.000000
1872,-296.000000
1873,-360.000000
1874,-408.000000
1875,-456.000000
1876,-488.000000
1877,-504.000000
1878,-512.000000
1879,-504.000000
1880,-488.000000
1881,-456.000000
1882,-416.000000
1883,-360.000000
1884,-304.000000
1885,-232.000000
1886,-160.000000
1887,-80.000000
1888,8.000000
1889,80.000000
1890,160.000000
1891,232.000000
1892,304.000000
1893,368.000000
1894,424.000000
1895,464.000000
1896,496.000000
1897,520.000000
1898,520.000000
1899,520.000000
1900,496.000000
1901,472.000000
1902,424.000000
1903,376.000000
1904,312.000000
1905,248.000000
1906,168.000000
1907,88.000000
1908,8.000000
1909,-72.000000
1910,-152.000000
1911,-224.000000
1912,-296.000000
1913,-352.000000
1914,-408.000000
1915,-456.000000
1916,-488.000000
1917,-504.000000
1918,-512.000000
1919,-512.000000
1920,-488.000000
1921,-456.000000
1922,-416.000000
1923,-368.000000
1924,-304.000000
1925,-232.000000
1926,-160.000000
1927,-80.000000
1928,0.000000
1929,80.000000
1930,160.000000
1931,232.000000
1932,304.000000
1933,368.000000
1934,416.000000
1935,464.000000
1936,496.000000
1937,520.000000
1938,528.000000
1939,520.000000
1940,504.000000
1941,472.000000
1942,424.000000
1943,376.000000
1944,320.000000
1945,248.000000
1946,168.000000
1947,96.000000
1948,16.000000
1949,-64.000000
1950,-144.000000
1951,-224.000000
1952,-288.000000
1953,-352.000000
1954,-408.000000
1955,-448.000000
1956,-488.000000
1957,-504.000000
1958,-512.000000
1959,-512.000000
1960,-488.000000
1961,-464.000000
1962,-416.000000
1963,-368.000000
1964,-304.000000
1965,-232.000000
1966,-160.000000
1967,-80.000000
1968,0.000000
1969,80.000000
1970,160.000000
1971,240.000000
1972,304.000000
1973,368.000000
1974,424.000000
1975,472.000000
1976,496.000000
1977,520.000000
1978,528.000000
1979,520.000000
1980,496.000000
1981,472.000000
1982,424.000000
1983,376.000000
1984,312.000000
1985,248.000000
1986,168.000000
1987,88.000000
1988,8.000000
1989,-72.000000
1990,-152.000000
1991,-224.000000
1992,-296.000000
1993,-360.000000
1994,-408.000000
1995,-456.000000
1996,-488.000000
1997,-504.000000
1998,-512.000000
1999,-504.000000
2000,-488.000000
2001,-456.000000
2002,-416.000000
2003,-360.000000
2004,-304.000000
2005,-232.000000
2006,-160.000000
2007,-80.000000
2008,0.000000
2009,88.000000
2010,160.000000
2011,232.000000
2012,304.000000
2013,368.000000
2014,424.000000
2015,472.000000
2016,504.000000
2017,520.000000
2018,528.000000
2019,520.000000
2020,504.000000
2021,472.000000
2022,432.000000
2023,376.000000
2024,312.000000
2025,240.000000
2026,168.000000
2027,88.000000
2028,8.000000
2029,-72.000000
2030,-152.000000
2031,-224.000000
2032,-296.000000
2033,-360.000000
2034,-408.000000
2035,-448.000000
2036,-488.000000
2037,-504.000000
2038,-512.000000
2039,-504.000000
2040,-488.000000
2041,-456.000000
2042,-416.000000
2043,-360.000000
2044,-304.000000
2045,-232.000000
2046,-160.000000
2047,-80.000000
2048,8.000000
2049,88.000000
2050,160.000000
2051,240.000000
2052,312.000000
2053,368.000000
2054,424.000000
2055,464.000000
2056,496.000000
2057,512.000000
2058,528.000000
2059,520.000000
2060,496.000000
2061,472.000000
2062,424.000000
2063,376.000000
2064,312.000000
2065,240.000000
2066,168.000000
2067,88.000000
2068,8.000000
2069,-72.000000
2070,-152.000000
2071,-232.000000
2072,-296.000000
2073,-360.000000
2074,-416.000000
2075,-456.000000
2076,-488.000000
2077,-504.000000
2078,-512.000000
2079,-504.000000
2080,-488.000000
2081,-456.000000
2082,-416.000000
2083,-360.000000
2084,-296.000000
2085,-232.000000
2086,-152.000000
2087,-72.000000
2088,8.000000
2089,88.000000
2090,168.000000
2091,240.000000
2092,304.000000
2093,376.000000
2094,424.000000
2095,464.000000
2096,496.000000
2097,520.000000
2098,528.000000
2099,520.000000
2100,496.000000
2101,464.000000
2102,424.000000
2103,368.000000
2104,312.000000
2105,240.000000
2106,168.000000
2107,80.000000
2108,0.000000
2109,-72.000000
2110,-160.000000
2111,-232.000000
2112,-296.000000
2113,-360.000000
2114,-416.000000
2115,-456.000000
2116,-488.000000
2117,-504.000000
2118,-512.000000
2119,-504.000000
2120,-488.000000
2121,-456.000000
2122,-408.000000
2123,-360.000000
2124,-304.000000
2125,-232.000000
2126,-152.000000
2127,-72.000000
2128,8.000000
2129,88.000000
2130,168.000000
2131,240.000000
2132,312.000000
2133,376.000000
2134,424.000000
2135,464.000000
2136,496.000000
2137,520.000000
2138,520.000000
2139,512.000000
2140,496.000000
2141,472.000000
2142,424.000000
2143,368.000000
2144,312.000000
2145,240.000000
2146,168.000000
2147,88.000000
2148,8.000000
2149,-80.000000
2150,-152.000000
2151,-232.000000
2152,-304.000000
2153,-360.000000
2154,-416.000000
2155,-456.000000
2156,-488.000000
2157,-504.000000
2158,-512.000000
2159,-504.000000
2160,-488.000000
2161,-456.000000
2162,-408.000000
2163,-360.000000
2164,-296.000000
2165,-224.000000
2166,-152.000000
2167,-72.000000
2168,8.000000
2169,88.000000
2170,168.000000
2171,240.000000
2172,312.000000
2173,376.000000
2174,424.000000
2175,472.000000
2176,504.000000
2177,520.000000
2178,528.000000
2179,512.000000
2180,496.000000
2181,464.000000
2182,424.000000
2183,368.000000
2184,304.000000
2185,240.000000
2186,160.000000
2187,80.000000
2188,0.000000
2189,-80.000000
2190,-160.000000
2191,-232.000000
2192,-304.000000
2193,-368.000000
2194,-416.000000
2195,-456.000000
2196,-488.000000
2197,-504.000000
2198,-512.000000
2199,-504.000000
2200,-488.000000
2201,-456.000000
2202,-408.000000
2203,-352.000000
2204,-296.000000
2205,-224.000000
2206,-152.000000
2207,-72.000000
2208,16.000000
2209,96.000000
2210,176.000000
2211,248.000000
2212,312.000000
2213,376.000000
2214,424.000000
2215,472.000000
2216,504.000000
2217,520.000000
2218,528.000000
2219,512.000000
2220,496.000000
2221,464.000000
2222,424.000000
2223,368.000000
2224,304.000000
2225,232.000000
2226,160.000000
2227,80.000000
2228,0.000000
2229,-80.000000
2230,-160.000000
2231,-232.000000
2232,-304.000000
2233,-368.000000
2234,-416.000000
2235,-456.000000
2236,-488.000000
2237,-504.000000
2238,-512.000000
2239,-504.000000
2240,-488.000000
2241,-456.000000
2242,-408.000000
2243,-352.000000
2244,-296.000000
2245,-224.000000
2246,-144.000000
2247,-64.000000
2248,16.000000
2249,96.000000
2250,176.000000
2251,248.000000
2252,312.000000
2253,376.000000
2254,432.000000
2255,472.000000
2256,504.000000
2257,520.000000
2258,528.000000
2259,520.000000
2260,496.000000
2261,464.000000
2262,424.000000
2263,368.000000
2264,304.000000
2265,232.000000
2266,160.000000
2267,80.000000
2268,0.000000
2269,-80.000000
2270,-160.000000
2271,-232.000000
2272,-304.000000
2273,-360.000000
2274,-416.000000
2275,-456.000000
2276,-488.000000
2277,-504.000000
2278,-512.000000
2279,-504.000000
2280,-480.000000
2281,-448.000000
2282,-408.000000
2283,-352.000000
2284,-296.000000
2285,-224.000000
2286,-152.000000
2287,-72.000000
2288,16.000000
2289,96.000000
2290,168.000000
2291,248.000000
2292,320.000000
2293,376.000000
2294,424.000000
2295,472.000000
2296,504.000000
2297,520.000000
2298,520.000000
2299,520.000000
2300,496.000000
2301,464.000000
2302,424.000000
2303,368.000000
2304,304.000000
2305,232.000000
2306,160.000000
2307,80.000000
2308,0.000000
2309,-80.000000
2310,-160.000000
2311,-232.000000
2312,-304.000000
2313,-360.000000
2314,-416.000000
2315,-456.000000
2316,-488.000000
2317,-504.000000
2318,-512.000000
2319,-512.000000
2320,-488.000000
2321,-456.000000
2322,-408.000000
2323,-360.000000
2324,-296.000000
2325,-224.000000
2326,-152.000000
2327,-72.000000
2328,16.000000
2329,96.000000
2330,176.000000
2331,248.000000
2332,312.000000
2333,376.000000
2334,424.000000
2335,472.000000
2336,496.000000
2337,520.000000
2338,528.000000
2339,520.000000
2340,496.000000
2341,464.000000
2342,424.000000
2343,368.000000
2344,304.000000
2345,240.000000
2346,160.000000
2347,80.000000
2348,0.000000
2349,-80.000000
2350,-160.000000
2351,-232.000000
2352,-296.000000
2353,-360.000000
2354,-416.000000
2355,-456.000000
2356,-488.000000
2357,-504.000000
2358,-512.000000
2359,-504.000000
2360,-480.000000
2361,-456.000000
2362,-416.000000
2363,-360.000000
2364,-296.000000
2365,-224.000000
2366,-152.000000
2367,-72.000000
2368,8.000000
2369,88.000000
2370,168.000000
2371,240.000000
2372,312.000000
2373,376.000000
2374,424.000000
2375,472.000000
2376,504.000000
2377,520.000000
2378,528.000000
2379,520.000000
2380,496.000000
2381,464.000000
2382,424.000000
2383,368.000000
2384,312.000000
2385,240.000000
2386,168.000000
2387,88.000000
2388,8.000000
2389,-72.000000
2390,-152.000000
2391,-232.000000
2392,-296.000000
2393,-360.000000
2394,-408.000000
2395,-456.000000
2396,-488.000000
2397,-504.000000
2398,-512.000000
2399,-504.000000
2400,-488.000000
2401,-456.000000
2402,-416.000000
2403,-360.000000
2404,-304.000000
2405,-232.000000
2406,-160.000000
2407,-72.000000
2408,8.000000
2409,88.000000
2410,168.000000
2411,240.000000
2412,312.000000
2413,376.000000
2414,432.000000
2415,472.000000
2416,504.000000
2417,520.000000
2418,528.000000
2419,520.000000
2420,504.000000
2421,472.000000
2422,424.000000
2423,376.000000
2424,312.000000
2425,240.000000
2426,168.000000
2427,88.000000
2428,0.000000
2429,-72.000000
2430,-152.000000
2431,-232.000000
2432,-296.000000
2433,-360.000000
2434,-416.000000
2435,-456.000000
2436,-488.000000
2437,-504.000000
2438,-512.000000
2439,-504.000000
2440,-488.000000
2441,-456.000000
2442,-416.000000
2443,-360.000000
2444,-304.000000
2445,-232.000000
2446,-160.000000
2447,-80.000000
2448,0.000000
2449,88.000000
2450,168.000000
2451,240.000000
2452,304.000000
2453,368.000000
2454,424.000000
2455,464.000000
2456,496.000000
2457,520.000000
2458,520.000000
2459,520.000000
2460,504.000000
2461,472.000000
2462,424.000000
2463,376.000000
2464,312.000000
2465,248.000000
2466,168.000000
2467,88.000000
2468,8.000000
2469,-72.000000
2470,-152.000000
2471,-224.000000
2472,-296.000000
2473,-352.000000
2474,-408.000000
2475,-456.000000
2476,-488.000000
2477,-504.000000
2478,-512.000000
2479,-504.000000
2480,-488.000000
2481,-456.000000
2482,-416.000000
2483,-360.000000
2484,-304.000000
2485,-232.000000
2486,-160.000000
2487,-80.000000
2488,0.000000
2489,80.000000
2490,160.000000
2491,240.000000
2492,304.000000
2493,368.000000
2494,424.000000
2495,464.000000
2496,496.000000
2497,520.000000
2498,528.000000
2499,512.000000
2500,496.000000
2501,472.000000
2502,424.000000
2503,376.000000
2504,312.000000
2505,248.000000
2506,168.000000
2507,88.000000
2508,8.000000
2509,-72.000000
2510,-152.000000
2511,-224.000000
2512,-296.000000
2513,-360.000000
2514,-408.000000
2515,-448.000000
2516,-488.000000
2517,-504.000000
2518,-512.000000
2519,-504.000000
2520,-488.000000
2521,-456.000000
2522,-416.000000
2523,-360.000000
2524,-304.000000
2525,-232.000000
2526,-160.000000
2527,-80.000000
2528,0.000000
2529,88.000000
2530,168.000000
2531,240.000000
2532,304.000000
2533,376.000000
2534,424.000000
2535,464.000000
2536,496.000000
2537,520.000000
2538,520.000000
2539,520.000000
2540,496.000000
2541,464.000000
2542,424.000000
2543,376.000000
2544,312.000000
2545,248.000000
2546,168.000000
2547,88.000000
2548,8.000000
2549,-72.000000
2550,-152.000000
2551,-224.000000
2552,-296.000000
2553,-360.000000
2554,-408.000000
2555,-456.000000
2556,-488.000000
2557,-504.000000
2558,-512.000000
2559,-512.000000
2560,-488.000000
2561,-456.000000
2562,-416.000000
2563,-360.000000
2564,-296.000000
2565,-232.000000
2566,-152.000000
2567,-72.000000
2568,8.000000
2569,88.000000
2570,168.000000
2571,240.000000
2572,312.000000
2573,376.000000
2574,424.000000
2575,464.000000
2576,496.000000
2577,520.000000
2578,520.000000
2579,512.000000
2580,496.000000
2581,464.000000
2582,424.000000
2583,368.000000
2584,312.000000
2585,240.000000
2586,160.000000
2587,88.000000
2588,0.000000
2589,-72.000000
2590,-160.000000
2591,-232.000000
2592,-304.000000
2593,-360.000000
2594,-416.000000
2595,-456.000000
2596,-488.000000
2597,-504.000000
2598,-512.000000
2599,-504.000000
2600,-488.000000
2601,-456.000000
2602,-416.000000
2603,-360.000000
2604,-296.000000
2605,-224.000000
2606,-152.000000
2607,-64.000000
2608,16.000000
2609,96.000000
2610,176.000000
2611,248.000000
2612,312.000000
2613,376.000000
2614,432.000000
2615,472.000000
2616,504.000000
2617,520.000000
2618,528.000000
2619,520.000000
2620,496.000000
2621,464.000000
2622,424.000000
2623,368.000000
2624,304.000000
2625,232.000000
2626,160.000000
2627,80.000000
2628,0.000000
2629,-80.000000
2630,-160.000000
2631,-232.000000
2632,-304.000000
2633,-368.000000
2634,-416.000000
2635,-456.000000
2636,-488.000000
2637,-504.000000
2638,-512.000000
2639,-504.000000
2640,-480.000000
2641,-456.000000
2642,-408.000000
2643,-352.000000
2644,-296.000000
2645,-224.000000
2646,-144.000000
2647,-64.000000
2648,16.000000
2649,96.000000
2650,176.000000
2651,248.000000
2652,320.000000
2653,376.000000
2654,432.000000
2655,472.000000
2656,504.000000
2657,520.000000
2658,528.000000
2659,520.000000
2660,496.000000
2661,464.000000
2662,416.000000
2663,368.000000
2664,304.000000
2665,232.000000
2666,160.000000
2667,80.000000
2668,0.000000
2669,-80.000000
2670,-160.000000
2671,-232.000000
2672,-304.000000
2673,-368.000000
2674,-416.000000
2675,-456.000000
2676,-488.000000
2677,-504.000000
2678,-512.000000
2679,-504.000000
2680,-488.000000
2681,-456.000000
2682,-408.000000
2683,-360.000000
2684,-296.000000
2685,-224.000000
2686,-144.000000
2687,-64.000000
2688,16.000000
2689,96.000000
2690,176.000000
2691,248.000000
2692,312.000000
2693,376.000000
2694,432.000000
2695,472.000000
2696,504.000000
2697,520.000000
2698,528.000000
2699,520.000000
2700,496.000000
2701,464.000000
2702,416.000000
2703,368.000000
2704,304.000000
2705,240.000000
2706,160.000000
2707,80.000000
2708,0.000000
2709,-80.000000
2710,-160.000000
2711,-232.000000
2712,-304.000000
2713,-360.000000
2714,-416.000000
2715,-456.000000
2716,-488.000000
2717,-504.000000
2718,-512.000000
2719,-504.000000
2720,-488.000000
2721,-456.000000
2722,-408.000000
2723,-360.000000
2724,-296.000000
2725,-224.000000
2726,-152.000000
2727,-72.000000
2728,8.000000
2729,96.000000
2730,168.000000
2731,240.000000
2732,312.000000
2733,376.000000
2734,424.000000
2735,472.000000
2736,504.000000
2737,520.000000
2738,528.000000
2739,512.000000
2740,496.000000
2741,464.000000
2742,424.000000
2743,368.000000
2744,304.000000
2745,232.000000
2746,160.000000
2747,80.000000
2748,0.000000
2749,-80.000000
2750,-160.000000
2751,-232.000000
2752,-304.000000
2753,-360.000000
2754,-416.000000
2755,-456.000000
2756,-488.000000
2757,-504.000000
2758,-512.000000
2759,-504.000000
2760,-488.000000
2761,-456.000000
2762,-416.000000
2763,-352.000000
2764,-296.000000
2765,-224.000000
2766,-152.000000
2767,-72.000000
2768,16.000000
2769,96.000000
2770,176.000000
2771,248.000000
2772,312.000000
2773,376.000000
2774,424.000000
2775,472.000000
2776,504.000000
2777,520.000000
2778,528.000000
2779,520.000000
2780,496.000000
2781,464.000000
2782,424.000000
2783,368.000000
2784,304.000000
2785,232.000000
2786,160.000000
2787,80.000000
2788,8.000000
2789,-80.000000
2790,-160.000000
2791,-232.000000
2792,-304.000000
2793,-360.000000
2794,-416.000000
2795,-456.000000
2796,-488.000000
2797,-504.000000
2798,-512.000000
2799,-504.000000
2800,-488.000000
2801,-456.000000
2802,-416.000000
2803,-360.000000
2804,-296.000000
2805,-224.000000
2806,-152.000000
2807,-72.000000
2808,8.000000
2809,96.000000
2810,168.000000
2811,240.000000
2812,312.000000
2813,376.000000
2814,424.000000
2815,472.000000
2816,496.000000
2817,520.000000
2818,528.000000
2819,512.000000
2820,496.000000
2821,464.000000
2822,424.000000
2823,368.000000
2824,312.000000
2825,240.000000
2826,160.000000
2827,80.000000
2828,0.000000
2829,-80.000000
2830,-160.000000
2831,-232.000000
2832,-304.000000
2833,-360.000000
2834,-416.000000
2835,-456.000000
2836,-488.000000
2837,-504.000000
2838,-512.000000
2839,-504.000000
2840,-488.000000
2841,-456.000000
2842,-416.000000
2843,-360.000000
2844,-304.000000
2845,-224.000000
2846,-152.000000
2847,-72.000000
2848,8.000000
2849,88.000000
2850,168.000000
2851,240.000000
2852,304.000000
2853,368.000000
2854,424.000000
2855,472.000000
2856,504.000000
2857,520.000000
2858,528.000000
2859,520.000000
2860,496.000000
2861,472.000000
2862,424.000000
2863,376.000000
2864,312.000000
2865,240.000000
2866,168.000000
2867,88.000000
2868,8.000000
2869,-72.000000
2870,-152.000000
2871,-232.000000
2872,-296.000000
2873,-360.000000
2874,-416.000000
2875,-456.000000
2876,-488.000000
2877,-504.000000
2878,-512.000000
2879,-504.000000
2880,-488.000000
2881,-456.000000
2882,-416.000000
2883,-360.000000
2884,-304.000000
2885,-232.000000
2886,-160.000000
2887,-80.000000
2888,0.000000
2889,80.000000
2890,160.000000
2891,240.000000
2892,304.000000
2893,368.000000
2894,424.000000
2895,464.000000
2896,496.000000
2897,520.000000
2898,528.000000
2899,520.000000
2900,504.000000
2901,472.000000
2902,424.000000
2903,376.000000
2904,312.000000
2905,248.000000
2906,168.000000
2907,88.000000
2908,8.000000
2909,-64.000000
2910,-152.000000
2911,-224.000000
2912,-296.000000
2913,-360.000000
2914,-408.000000
2915,-456.000000
2916,-488.000000
2917,-504.000000
2918,-512.000000
2919,-504.000000
2920,-488.000000
2921,-456.000000
2922,-416.000000
2923,-360.000000
2924,-304.000000
2925,-232.000000
2926,-152.000000
2927,-72.000000
2928,0.000000
2929,88.000000
2930,168.000000
2931,240.000000
2932,304.000000
2933,376.000000
2934,424.000000
2935,464.000000
2936,496.000000
2937,520.000000
2938,520.000000
2939,520.000000
2940,496.000000
2941,472.000000
2942,424.000000
2943,376.000000
2944,312.000000
2945,248.000000
2946,168.000000
2947,88.000000
2948,8.000000
2949,-72.000000
2950,-152.000000
2951,-224.000000
2952,-296.000000
2953,-360.000000
2954,-408.000000
2955,-456.000000
2956,-488.000000
2957,-504.000000
2958,-512.000000
2959,-512.000000
2960,-488.000000
2961,-456.000000
2962,-416.000000
2963,-360.000000
2964,-304.000000
2965,-232.000000
2966,-160.000000
2967,-80.000000
2968,0.000000
2969,80.000000
2970,160.000000
2971,232.000000
2972,304.000000
2973,368.000000
2974,424.000000
2975,464.000000
2976,496.000000
2977,520.000000
2978,528.000000
2979,520.000000
2980,496.000000
2981,472.000000
2982,432.000000
2983,376.000000
2984,312.000000
2985,248.000000
2986,176.000000
2987,96.000000
2988,8.000000
2989,-64.000000
2990,-144.000000
2991,-224.000000
2992,-288.000000
2993,-352.000000
2994,-408.000000
2995,-448.000000
2996,-480.000000
2997,-504.000000
2998,-512.000000
2999,-504.000000
3000,-488.000000
3001,-464.000000
3002,-416.000000
3003,-368.000000
3004,-312.000000
3005,-240.000000
3006,-160.000000
3007,-80.000000
3008,0.000000
3009,80.000000
3010,160.000000
3011,232.000000
3012,304.000000
3013,368.000000
3014,416.000000
3015,464.000000
3016,496.000000
3017,520.000000
3018,528.000000
3019,520.000000
3020,496.000000
3021,472.000000
3022,432.000000
3023,376.000000
3024,312.000000
3025,248.000000
3026,176.000000
3027,96.000000
3028,16.000000
3029,-64.000000
3030,-144.000000
3031,-224.000000
3032,-288.000000
3033,-352.000000
3034,-408.000000
3035,-448.000000
3036,-480.000000
3037,-504.000000
3038,-512.000000
3039,-504.000000
3040,-488.000000
3041,-464.000000
3042,-416.000000
3043,-368.000000
3044,-312.000000
3045,-240.000000
3046,-160.000000
3047,-80.000000
3048,0.000000
3049,80.000000
3050,160.000000
3051,232.000000
3052,304.000000
3053,368.000000
3054,424.000000
3055,464.000000
3056,496.000000
3057,512.000000
3058,528.000000
3059,520.000000
3060,496.000000
3061,472.000000
3062,424.000000
3063,376.000000
3064,312.000000
3065,248.000000
3066,168.000000
3067,96.000000
3068,16.000000
3069,-64.000000
3070,-144.000000
3071,-224.000000
3072,-288.000000
3073,-352.000000
3074,-408.000000
3075,-448.000000
3076,-488.000000
3077,-504.000000
3078,-512.000000
3079,-504.000000
3080,-488.000000
3081,-456.000000
3082,-416.000000
3083,-368.000000
3084,-304.000000
3085,-232.000000
3086,-160.000000
3087,-80.000000
3088,0.000000
3089,80.000000
3090,160.000000
3091,232.000000
3092,304.000000
3093,368.000000
3094,424.000000
3095,464.000000
3096,496.000000
3097,520.000000
3098,528.000000
3099,520.000000
3100,496.000000
3101,472.000000
3102,424.000000
3103,376.000000
3104,312.000000
3105,248.000000
3106,168.000000
3107,88.000000
3108,8.000000
3109,-72.000000
3110,-152.000000
3111,-224.000000
3112,-296.000000
3113,-360.000000
3114,-408.000000
3115,-456.000000
3116,-488.000000
3117,-504.000000
3118,-512.000000
3119,-512.000000
3120,-488.000000
3121,-456.000000
3122,-416.000000
3123,-368.000000
3124,-304.000000
3125,-232.000000
3126,-160.000000
3127,-80.000000
3128,0.000000
3129,80.000000
3130,160.000000
3131,232.000000
3132,304.000000
3133,376.000000
3134,424.000000
3135,464.000000
3136,496.000000
3137,520.000000
3138,528.000000
3139,520.000000
3140,504.000000
3141,472.000000
3142,424.000000
3143,376.000000
3144,312.000000
3145,248.000000
3146,168.000000
3147,88.000000
3148,8.000000
3149,-72.000000
3150,-152.000000
3151,-224.000000
3152,-296.000000
3153,-360.000000
3154,-408.000000
3155,-448.000000
3156,-488.000000
3157,-504.000000
3158,-512.000000
3159,-504.000000
3160,-488.000000
3161,-456.000000
3162,-416.000000
3163,-360.000000
3164,-304.000000
3165,-232.000000
3166,-160.000000
3167,-72.000000
3168,0.000000
3169,80.000000
3170,160.000000
3171,240.000000
3172,312.000000
3173,376.000000
3174,424.000000
3175,472.000000
3176,496.000000
3177,520.000000
3178,528.000000
3179,520.000000
3180,496.000000
3181,472.000000
3182,424.000000
3183,376.000000
3184,312.000000
3185,248.000000
3186,168.000000
3187,88.000000
3188,8.000000
3189,-72.000000
3190,-152.000000
3191,-224.000000
3192,-296.000000
3193,-360.000000
3194,-408.000000
3195,-456.000000
3196,-488.000000
3197,-504.000000
3198,-512.000000
3199,-504.000000
3200,-488.000000
3201,-456.000000
3202,-416.000000
3203,-360.000000
3204,-304.000000
3205,-232.000000
3206,-160.000000
3207,-80.000000
3208,0.000000
3209,88.000000
3210,160.000000
3211,232.000000
3212,304.000000
3213,368.000000
3214,424.000000
3215,464.000000
3216,504.000000
3217,520.000000
3218,528.000000
3219,520.000000
3220,496.000000
3221,472.000000
3222,424.000000
3223,376.000000
3224,312.000000
3225,248.000000
3226,168.000000
3227,88.000000
3228,8.000000
3229,-72.000000
3230,-152.000000
3231,-224.000000
3232,-296.000000
3233,-360.000000
3234,-408.000000
3235,-456.000000
3236,-488.000000
3237,-504.000000
3238,-512.000000
3239,-504.000000
3240,-488.000000
3241,-456.000000
3242,-416.000000
3243,-368.000000
3244,-304.000000
3245,-232.000000
3246,-160.000000
3247,-80.000000
3248,8.000000
3249,88.000000
3250,168.000000
3251,240.000000
3252,304.000000
3253,368.000000
3254,424.000000
3255,464.000000
3256,496.000000
3257,520.000000
3258,528.000000
3259,512.000000
3260,496.000000
3261,472.000000
3262,424.000000
3263,376.000000
3264,312.000000
3265,240.000000
3266,168.000000
3267,88.000000
3268,8.000000
3269,-72.000000
3270,-152.000000
3271,-224.000000
3272,-296.000000
3273,-360.000000
3274,-408.000000
3275,-448.000000
3276,-488.000000
3277,-504.000000
3278,-512.000000
3279,-504.000000
3280,-488.000000
3281,-456.000000
3282,-416.000000
3283,-360.000000
3284,-304.000000
3285,-232.000000
3286,-160.000000
3287,-72.000000
3288,8.000000
3289,88.000000
3290,168.000000
3291,240.000000
3292,304.000000
3293,368.000000
3294,424.000000
3295,472.000000
3296,496.000000
3297,520.000000
3298,528.000000
3299,520.000000
3300,496.000000
3301,472.000000
3302,424.000000
3303,368.000000
3304,312.000000
3305,240.000000
3306,168.000000
